region-centroid-col,region-centroid-row,region-pixel-count,short-line-density-5,short-line-density-2,vedge-mean,vegde-sd,hedge-mean,hedge-sd,intensity-mean,rawred-mean,rawblue-mean,rawgreen-mean,exred-mean,exblue-mean,exgreen-mean,value-mean,saturation-mean,hue-mean,Class,BinClass
1.2761886985098154,0.9497363411780249,0.0,2.4106684733106944,-0.19455170047579262,-0.3930611986328603,-0.11511982539385356,-0.36395223455079784,-0.13094419750454486,0.5915405313969451,0.5601925235327551,0.7131370314817214,0.46969346438076987,-0.7654519233441633,1.2964785208908405,-1.4290439161899928,0.7010720238559975,-0.47269334248655925,-0.43861009561750464,4,1
-0.16333605779540725,0.1145384166676162,0.0,-0.3570473186116237,-0.19455170047579262,-0.5989500800576032,-0.12173935149456899,-0.5794446296744667,-0.13399158979820652,-0.9474577714110246,-0.9369701952781229,-0.9566681241662435,-0.9361218413501936,0.8655680935374107,-0.8385732083431767,0.5528261090160378,-0.9922968607647642,2.510764258860757,-0.4921375682720435,2,0
1.0568325451680671,-1.4340577350287664,0.0,-0.3570473186116237,-0.19455170047579262,-0.3518819399464831,-0.11011321746829948,-0.36395223455079784,-0.12275918306802887,2.2528054245894373,2.2571942807198924,2.196563369440637,2.2911302960838613,-1.7920252007453537,1.472504357008914,-0.6978718119817112,2.2054319755725067,-0.9968719354810277,-0.6064870071339225,5,0
-1.2738265840880076,0.8627365573748572,0.0,-0.3570473186116237,-0.19455170047579262,-0.06363935895362881,-0.08760069982414773,1.8217588381180525,-0.02541212293527661,0.1713734043403554,0.1922479794020252,0.19994061174038347,0.11518305874187189,0.05006110727419481,0.3311625251148918,-0.6112851860274361,0.18063354877443522,-0.7008629843585173,-0.4116262947110025,4,1
-0.876243556156089,1.2803355196300616,0.0,-0.3570473186116237,-0.19455170047579262,-0.1665847261668932,-0.09353868670092749,0.0516406573520269,-0.10745512838999374,0.328572553953097,0.3254682954625168,0.3990925243987122,0.24354108076043396,-0.2953306151540368,0.7400020004791316,-0.9576316898445367,0.382595826269896,-0.5430998997332902,-0.42677838823993525,4,1
0.3302152872235262,1.0715360385024595,0.0,-0.3570473186116237,-0.19455170047579262,-0.1254036144787301,-0.10351487934659902,0.17478083122283383,-0.10745512838999374,0.32177893070399977,0.35718755427510246,0.3531345674697014,0.24659689670023346,0.05965436236463898,0.47312181194823993,-0.8614252897467416,0.33598932610363647,-0.6615437850996405,-0.3817945992497243,4,1
0.9882837472487709,1.837134135970334,0.0,-0.3570473186116237,-0.19455170047579262,-0.18717157600740308,-0.09222904656644541,-0.3485586738347172,-0.13056434279244086,-0.5059427116385837,-0.5341318971678922,-0.6043236345173046,-0.35545935464699346,0.15559554806214104,-1.0713845989722286,1.6592066370707583,-0.5573034806330106,-0.39943915520993767,2.5983781851079444,3,0
-1.3149558628395854,-0.21606076178442055,0.0,-0.3570473186116237,-0.19455170047579262,-0.5577723037726546,-0.12196646432647348,-0.5024829214564782,-0.13761914702555986,-0.8290731616264722,-0.7403087923068034,-0.8698588286923892,-0.8566626779432505,1.479597726356566,-0.9521396157111668,0.12951361925444144,-0.8913161880820356,0.6013319424948856,0.30099523999419664,0,0
-1.6988291311876447,-0.738059464603426,0.0,-0.3570473186116237,-0.19455170047579262,3.807088659447967,5.837771746375536,1.8833275397438163,3.3524377835351467,-0.4118171008221278,-0.5373035375729668,-0.3132558080009545,-0.4043579107025787,-0.80382494370594,0.31980700868665,0.2642034452576142,-0.3398049263071271,0.7377071351109944,-0.6961244882454954,2,0
-0.7665654794852148,-0.6684596375608919,0.0,2.4106684733106944,-0.19455170047579262,0.4510837711091213,0.055715236295702304,0.42105563772588916,0.020358371533042933,-0.40890629656846517,-0.3533312655076018,-0.3694279208574378,-0.505208088244152,0.83678573782816,-0.07199919203522709,-0.7171113602687512,-0.3967697211353378,0.046048467635456176,-0.19222190921601348,0,0
